"Imbalance settlement period (CET/CEST)","+ Imbalance Price [EUR/MWh] - SCA|FR","+ Scarcity [EUR/MWh] - SCA|FR","+ Incentive [EUR/MWh] - SCA|FR","+ Financial Neutrality [EUR/MWh] - SCA|FR","- Imbalance Price [EUR/MWh] - SCA|FR","- Scarcity [EUR/MWh] - SCA|FR","- Incentive [EUR/MWh] - SCA|FR","- Financial Neutrality [EUR/MWh] - SCA|FR","Currency","Status","Total Imbalance [MWh] - SCA|FR","Difference","Situation","Status"
"23.02.2022 21:30 - 23.02.2022 22:00","115.84","","","","128.04","","","","EUR","Estimated","683","","Surplus","Final"
"23.02.2022 22:00 - 23.02.2022 22:30","142.60","","","","157.61","","","","EUR","Estimated","144","","Surplus","Final"
"23.02.2022 22:30 - 23.02.2022 23:00","216.81","","","","239.63","","","","EUR","Estimated","110","","Deficit","Final"
"23.02.2022 23:00 - 23.02.2022 23:30","160.54","","","","177.44","","","","EUR","Estimated","432","","Surplus","Final"
"23.02.2022 23:30 - 24.02.2022 00:00","177.29","","","","195.95","","","","EUR","Estimated","521","","Surplus","Final"
"24.02.2022 00:00 - 24.02.2022 00:30","161.87","","","","178.91","","","","EUR","Estimated","188","","Surplus","Final"
"24.02.2022 00:30 - 24.02.2022 01:00","170.87","","","","188.85","","","","EUR","Estimated","603","","Surplus","Final"
"24.02.2022 01:00 - 24.02.2022 01:30","161.17","","","","178.13","","","","EUR","Estimated","304","","Surplus","Final"
"24.02.2022 01:30 - 24.02.2022 02:00","161.20","","","","178.16","","","","EUR","Estimated","373","","Surplus","Final"
"24.02.2022 02:00 - 24.02.2022 02:30","155.91","","","","172.33","","","","EUR","Estimated","165","","Surplus","Final"
"24.02.2022 02:30 - 24.02.2022 03:00","155.57","","","","171.95","","","","EUR","Estimated","386","","Surplus","Final"
"24.02.2022 03:00 - 24.02.2022 03:30","84.80","","","","93.72","","","","EUR","Estimated","202","","Surplus","Final"
"24.02.2022 03:30 - 24.02.2022 04:00","85.62","","","","94.64","","","","EUR","Estimated","524","","Surplus","Final"
"24.02.2022 04:00 - 24.02.2022 04:30","169.26","","","","187.08","","","","EUR","Estimated","75","","Deficit","Final"
"24.02.2022 04:30 - 24.02.2022 05:00","97.00","","","","107.21","","","","EUR","Estimated","114","","Surplus","Final"
"24.02.2022 05:00 - 24.02.2022 05:30","156.69","","","","173.19","","","","EUR","Estimated","83","","Deficit","Final"
"24.02.2022 05:30 - 24.02.2022 06:00","166.00","","","","183.48","","","","EUR","Estimated","30","","Deficit","Final"
"24.02.2022 06:00 - 24.02.2022 06:30","187.98","","","","207.76","","","","EUR","Estimated","801","","Surplus","Final"
"24.02.2022 06:30 - 24.02.2022 07:00","198.39","","","","219.27","","","","EUR","Estimated","127","","Surplus","Final"
"24.02.2022 07:00 - 24.02.2022 07:30","193.12","","","","213.44","","","","EUR","Estimated","443","","Surplus","Final"
"24.02.2022 07:30 - 24.02.2022 08:00","207.80","","","","229.68","","","","EUR","Estimated","359","","Surplus","Final"
"24.02.2022 08:00 - 24.02.2022 08:30","207.84","","","","229.72","","","","EUR","Estimated","606","","Surplus","Final"
"24.02.2022 08:30 - 24.02.2022 09:00","224.47","","","","248.09","","","","EUR","Estimated","473","","Surplus","Final"
"24.02.2022 09:00 - 24.02.2022 09:30","198.44","","","","219.32","","","","EUR","Estimated","515","","Surplus","Final"
"24.02.2022 09:30 - 24.02.2022 10:00","160.64","","","","177.54","","","","EUR","Estimated","502","","Surplus","Final"
"24.02.2022 10:00 - 24.02.2022 10:30","121.91","","","","134.75","","","","EUR","Estimated","290","","Surplus","Final"
"24.02.2022 10:30 - 24.02.2022 11:00","144.34","","","","159.54","","","","EUR","Estimated","666","","Surplus","Final"
"24.02.2022 11:00 - 24.02.2022 11:30","143.56","","","","158.68","","","","EUR","Estimated","500","","Surplus","Final"
"24.02.2022 11:30 - 24.02.2022 12:00","145.49","","","","160.81","","","","EUR","Estimated","706","","Surplus","Final"
"24.02.2022 12:00 - 24.02.2022 12:30","180.85","","","","199.89","","","","EUR","Estimated","515","","Surplus","Final"
"24.02.2022 12:30 - 24.02.2022 13:00","137.96","","","","152.48","","","","EUR","Estimated","60","","Surplus","Final"
"24.02.2022 13:00 - 24.02.2022 13:30","181.51","","","","200.61","","","","EUR","Estimated","405","","Deficit","Final"
"24.02.2022 13:30 - 24.02.2022 14:00","181.54","","","","200.64","","","","EUR","Estimated","210","","Deficit","Final"
"24.02.2022 14:00 - 24.02.2022 14:30","188.64","","","","208.50","","","","EUR","Estimated","637","","Deficit","Final"
"24.02.2022 14:30 - 24.02.2022 15:00","178.06","","","","196.80","","","","EUR","Estimated","312","","Deficit","Final"
"24.02.2022 15:00 - 24.02.2022 15:30","168.33","","","","186.05","","","","EUR","Estimated","836","","Deficit","Final"
"24.02.2022 15:30 - 24.02.2022 16:00","167.00","","","","184.58","","","","EUR","Estimated","983","","Deficit","Final"
"24.02.2022 16:00 - 24.02.2022 16:30","168.83","","","","186.61","","","","EUR","Estimated","658","","Deficit","Final"
"24.02.2022 16:30 - 24.02.2022 17:00","169.52","","","","187.36","","","","EUR","Estimated","292","","Deficit","Final"
"24.02.2022 17:00 - 24.02.2022 17:30","180.83","","","","199.87","","","","EUR","Estimated","348","","Deficit","Final"
"24.02.2022 17:30 - 24.02.2022 18:00","199.87","","","","220.91","","","","EUR","Estimated","618","","Deficit","Final"
"24.02.2022 18:00 - 24.02.2022 18:30","202.03","","","","223.29","","","","EUR","Estimated","281","","Surplus","Final"
"24.02.2022 18:30 - 24.02.2022 19:00","220.57","","","","243.79","","","","EUR","Estimated","573","","Deficit","Final"
"24.02.2022 19:00 - 24.02.2022 19:30","230.13","","","","254.35","","","","EUR","Estimated","299","","Deficit","Final"
"24.02.2022 19:30 - 24.02.2022 20:00","247.89","","","","273.99","","","","EUR","Estimated","133","","Deficit","Final"
"24.02.2022 20:00 - 24.02.2022 20:30","257.63","","","","284.75","","","","EUR","Estimated","466","","Deficit","Final"
"24.02.2022 20:30 - 24.02.2022 21:00","202.53","","","","223.85","","","","EUR","Estimated","137","","Surplus","Final"
"24.02.2022 21:00 - 24.02.2022 21:30","214.80","","","","237.41","","","","EUR","Estimated","388","","Deficit","Final"
"24.02.2022 21:30 - 24.02.2022 22:00","194.48","","","","214.96","","","","EUR","Estimated","84","","Surplus","Final"
"24.02.2022 22:00 - 24.02.2022 22:30","210.92","","","","233.12","","","","EUR","Estimated","654","","Surplus","Final"
"24.02.2022 22:30 - 24.02.2022 23:00","187.09","","","","206.79","","","","EUR","Estimated","259","","Deficit","Final"
"24.02.2022 23:00 - 24.02.2022 23:30","172.70","","","","190.88","","","","EUR","Estimated","218","","Surplus","Final"
"24.02.2022 23:30 - 25.02.2022 00:00","198.90","","","","219.84","","","","EUR","Estimated","21","","Surplus","Final"
"25.02.2022 00:00 - 25.02.2022 00:30","152.74","","","","168.82","","","","EUR","Estimated","62","","Surplus","Final"
"25.02.2022 00:30 - 25.02.2022 01:00","157.19","","","","173.73","","","","EUR","Estimated","1165","","Surplus","Final"
"25.02.2022 01:00 - 25.02.2022 01:30","163.07","","","","180.23","","","","EUR","Estimated","94","","Surplus","Final"
"25.02.2022 01:30 - 25.02.2022 02:00","183.50","","","","202.82","","","","EUR","Estimated","69","","Deficit","Final"
"25.02.2022 02:00 - 25.02.2022 02:30","198.33","","","","219.21","","","","EUR","Estimated","256","","Deficit","Final"
"25.02.2022 02:30 - 25.02.2022 03:00","145.56","","","","160.88","","","","EUR","Estimated","117","","Surplus","Final"
"25.02.2022 03:00 - 25.02.2022 03:30","128.26","","","","141.76","","","","EUR","Estimated","224","","Surplus","Final"
"25.02.2022 03:30 - 25.02.2022 04:00","121.72","","","","134.54","","","","EUR","Estimated","130","","Surplus","Final"
"25.02.2022 04:00 - 25.02.2022 04:30","109.70","","","","121.24","","","","EUR","Estimated","32","","Surplus","Final"
"25.02.2022 04:30 - 25.02.2022 05:00","165.42","","","","182.84","","","","EUR","Estimated","29","","Deficit","Final"
"25.02.2022 05:00 - 25.02.2022 05:30","179.35","","","","198.23","","","","EUR","Estimated","336","","Deficit","Final"
"25.02.2022 05:30 - 25.02.2022 06:00","209.08","","","","231.08","","","","EUR","Estimated","495","","Deficit","Final"
"25.02.2022 06:00 - 25.02.2022 06:30","170.69","","","","188.65","","","","EUR","Estimated","87","","Surplus","Final"
"25.02.2022 06:30 - 25.02.2022 07:00","216.48","","","","239.26","","","","EUR","Estimated","577","","Deficit","Final"
"25.02.2022 07:00 - 25.02.2022 07:30","277.79","","","","307.03","","","","EUR","Estimated","197","","Deficit","Final"
"25.02.2022 07:30 - 25.02.2022 08:00","252.21","","","","278.75","","","","EUR","Estimated","506","","Deficit","Final"
"25.02.2022 08:00 - 25.02.2022 08:30","299.06","","","","330.54","","","","EUR","Estimated","816","","Deficit","Final"
"25.02.2022 08:30 - 25.02.2022 09:00","298.27","","","","329.67","","","","EUR","Estimated","1068","","Deficit","Final"
"25.02.2022 09:00 - 25.02.2022 09:30","341.73","","","","377.71","","","","EUR","Estimated","876","","Deficit","Final"
"25.02.2022 09:30 - 25.02.2022 10:00","339.63","","","","375.39","","","","EUR","Estimated","571","","Deficit","Final"
"25.02.2022 10:00 - 25.02.2022 10:30","327.87","","","","362.39","","","","EUR","Estimated","346","","Deficit","Final"
"25.02.2022 10:30 - 25.02.2022 11:00","228.01","","","","252.01","","","","EUR","Estimated","69","","Surplus","Final"
"25.02.2022 11:00 - 25.02.2022 11:30","280.54","","","","310.07","","","","EUR","Estimated","192","","Deficit","Final"
"25.02.2022 11:30 - 25.02.2022 12:00","219.17","","","","242.24","","","","EUR","Estimated","224","","Surplus","Final"
"25.02.2022 12:00 - 25.02.2022 12:30","219.90","","","","243.04","","","","EUR","Estimated","341","","Surplus","Final"
"25.02.2022 12:30 - 25.02.2022 13:00","221.32","","","","244.62","","","","EUR","Estimated","152","","Surplus","Final"
"25.02.2022 13:00 - 25.02.2022 13:30","228.29","","","","252.32","","","","EUR","Estimated","8","","Deficit","Final"
"25.02.2022 13:30 - 25.02.2022 14:00","228.29","","","","252.32","","","","EUR","Estimated","251","","Surplus","Final"
"25.02.2022 14:00 - 25.02.2022 14:30","227.21","","","","251.13","","","","EUR","Estimated","115","","Surplus","Final"
"25.02.2022 14:30 - 25.02.2022 15:00","191.42","","","","211.56","","","","EUR","Estimated","661","","Surplus","Final"
"25.02.2022 15:00 - 25.02.2022 15:30","184.54","","","","203.96","","","","EUR","Estimated","316","","Surplus","Final"
"25.02.2022 15:30 - 25.02.2022 16:00","185.72","","","","205.26","","","","EUR","Estimated","292","","Surplus","Final"
"25.02.2022 16:00 - 25.02.2022 16:30","180.41","","","","199.40","","","","EUR","Estimated","501","","Surplus","Final"
"25.02.2022 16:30 - 25.02.2022 17:00","202.72","","","","224.06","","","","EUR","Estimated","649","","Surplus","Final"
"25.02.2022 17:00 - 25.02.2022 17:30","228.13","","","","252.15","","","","EUR","Estimated","1276","","Surplus","Final"
"25.02.2022 17:30 - 25.02.2022 18:00","218.45","","","","241.45","","","","EUR","Estimated","691","","Surplus","Final"
"25.02.2022 18:00 - 25.02.2022 18:30","223.07","","","","246.55","","","","EUR","Estimated","1100","","Surplus","Final"
"25.02.2022 18:30 - 25.02.2022 19:00","222.90","","","","246.36","","","","EUR","Estimated","625","","Surplus","Final"
"25.02.2022 19:00 - 25.02.2022 19:30","282.35","","","","312.07","","","","EUR","Estimated","1299","","Surplus","Final"
"25.02.2022 19:30 - 25.02.2022 20:00","153.93","","","","170.13","","","","EUR","Estimated","1225","","Surplus","Final"
"25.02.2022 20:00 - 25.02.2022 20:30","275.23","","","","304.21","","","","EUR","Estimated","41","","Deficit","Final"
"25.02.2022 20:30 - 25.02.2022 21:00","249.13","","","","275.35","","","","EUR","Estimated","342","","Surplus","Final"
"25.02.2022 21:00 - 25.02.2022 21:30","261.06","","","","288.54","","","","EUR","Estimated","91","","Deficit","Final"
"25.02.2022 21:30 - 25.02.2022 22:00","169.58","","","","187.44","","","","EUR","Estimated","418","","Surplus","Final"
"25.02.2022 22:00 - 25.02.2022 22:30","210.61","","","","232.77","","","","EUR","Estimated","472","","Surplus","Final"
"25.02.2022 22:30 - 25.02.2022 23:00","193.82","","","","214.22","","","","EUR","Estimated","149","","Surplus","Final"
"25.02.2022 23:00 - 25.02.2022 23:30","255.54","","","","282.44","","","","EUR","Estimated","533","","Surplus","Final"
"25.02.2022 23:30 - 26.02.2022 00:00","176.13","","","","194.67","","","","EUR","Estimated","329","","Surplus","Final"
"26.02.2022 00:00 - 26.02.2022 00:30","154.07","","","","170.29","","","","EUR","Estimated","65","","Surplus","Final"
"26.02.2022 00:30 - 26.02.2022 01:00","181.26","","","","200.34","","","","EUR","Estimated","627","","Surplus","Final"
"26.02.2022 01:00 - 26.02.2022 01:30","178.10","","","","196.84","","","","EUR","Estimated","282","","Surplus","Final"
"26.02.2022 01:30 - 26.02.2022 02:00","208.58","","","","230.54","","","","EUR","Estimated","506","","Surplus","Final"
"26.02.2022 02:00 - 26.02.2022 02:30","190.87","","","","210.97","","","","EUR","Estimated","510","","Surplus","Final"
"26.02.2022 02:30 - 26.02.2022 03:00","219.72","","","","242.84","","","","EUR","Estimated","489","","Surplus","Final"
"26.02.2022 03:00 - 26.02.2022 03:30","181.40","","","","200.50","","","","EUR","Estimated","161","","Surplus","Final"
"26.02.2022 03:30 - 26.02.2022 04:00","169.59","","","","187.45","","","","EUR","Estimated","513","","Surplus","Final"
"26.02.2022 04:00 - 26.02.2022 04:30","136.00","","","","150.32","","","","EUR","Estimated","243","","Surplus","Final"
"26.02.2022 04:30 - 26.02.2022 05:00","140.16","","","","154.92","","","","EUR","Estimated","375","","Surplus","Final"
"26.02.2022 05:00 - 26.02.2022 05:30","126.12","","","","139.40","","","","EUR","Estimated","384","","Surplus","Final"
"26.02.2022 05:30 - 26.02.2022 06:00","132.63","","","","146.59","","","","EUR","Estimated","462","","Surplus","Final"
"26.02.2022 06:00 - 26.02.2022 06:30","169.60","","","","187.46","","","","EUR","Estimated","180","","Surplus","Final"
"26.02.2022 06:30 - 26.02.2022 07:00","254.51","","","","281.30","","","","EUR","Estimated","55","","Deficit","Final"
"26.02.2022 07:00 - 26.02.2022 07:30","169.43","","","","187.27","","","","EUR","Estimated","191","","Surplus","Final"
"26.02.2022 07:30 - 26.02.2022 08:00","182.09","","","","201.25","","","","EUR","Estimated","161","","Surplus","Final"
"26.02.2022 08:00 - 26.02.2022 08:30","261.79","","","","289.35","","","","EUR","Estimated","60","","Surplus","Final"
"26.02.2022 08:30 - 26.02.2022 09:00","261.79","","","","289.35","","","","EUR","Estimated","207","","Surplus","Final"
"26.02.2022 09:00 - 26.02.2022 09:30","254.00","","","","280.74","","","","EUR","Estimated","276","","Surplus","Final"
"26.02.2022 09:30 - 26.02.2022 10:00","254.00","","","","280.74","","","","EUR","Estimated","427","","Surplus","Final"
"26.02.2022 10:00 - 26.02.2022 10:30","275.27","","","","304.25","","","","EUR","Estimated","55","","Deficit","Final"
"26.02.2022 10:30 - 26.02.2022 11:00","196.06","","","","216.70","","","","EUR","Estimated","619","","Surplus","Final"
"26.02.2022 11:00 - 26.02.2022 11:30","186.37","","","","205.99","","","","EUR","Estimated","636","","Surplus","Final"
"26.02.2022 11:30 - 26.02.2022 12:00","181.79","","","","200.93","","","","EUR","Estimated","1044","","Surplus","Final"
"26.02.2022 12:00 - 26.02.2022 12:30","238.25","","","","263.33","","","","EUR","Estimated","868","","Surplus","Final"
"26.02.2022 12:30 - 26.02.2022 13:00","213.00","","","","235.42","","","","EUR","Estimated","558","","Surplus","Final"
"26.02.2022 13:00 - 26.02.2022 13:30","163.80","","","","181.04","","","","EUR","Estimated","546","","Surplus","Final"
"26.02.2022 13:30 - 26.02.2022 14:00","151.69","","","","167.65","","","","EUR","Estimated","993","","Surplus","Final"
"26.02.2022 14:00 - 26.02.2022 14:30","115.18","","","","127.30","","","","EUR","Estimated","432","","Surplus","Final"
"26.02.2022 14:30 - 26.02.2022 15:00","116.50","","","","128.76","","","","EUR","Estimated","941","","Surplus","Final"
"26.02.2022 15:00 - 26.02.2022 15:30","122.65","","","","135.56","","","","EUR","Estimated","1021","","Surplus","Final"
"26.02.2022 15:30 - 26.02.2022 16:00","124.75","","","","137.89","","","","EUR","Estimated","966","","Surplus","Final"
"26.02.2022 16:00 - 26.02.2022 16:30","155.37","","","","171.73","","","","EUR","Estimated","1263","","Surplus","Final"
"26.02.2022 16:30 - 26.02.2022 17:00","147.06","","","","162.54","","","","EUR","Estimated","1092","","Surplus","Final"
"26.02.2022 17:00 - 26.02.2022 17:30","160.57","","","","177.47","","","","EUR","Estimated","1363","","Surplus","Final"
"26.02.2022 17:30 - 26.02.2022 18:00","133.45","","","","147.49","","","","EUR","Estimated","703","","Surplus","Final"
"26.02.2022 18:00 - 26.02.2022 18:30","174.88","","","","193.28","","","","EUR","Estimated","1222","","Surplus","Final"
"26.02.2022 18:30 - 26.02.2022 19:00","195.56","","","","216.14","","","","EUR","Estimated","977","","Surplus","Final"
"26.02.2022 19:00 - 26.02.2022 19:30","202.83","","","","224.19","","","","EUR","Estimated","686","","Surplus","Final"
"26.02.2022 19:30 - 26.02.2022 20:00","217.17","","","","240.03","","","","EUR","Estimated","1513","","Surplus","Final"
"26.02.2022 20:00 - 26.02.2022 20:30","155.87","","","","172.27","","","","EUR","Estimated","427","","Surplus","Final"
"26.02.2022 20:30 - 26.02.2022 21:00","169.69","","","","187.55","","","","EUR","Estimated","1135","","Surplus","Final"
"26.02.2022 21:00 - 26.02.2022 21:30","120.37","","","","133.04","","","","EUR","Estimated","587","","Surplus","Final"
"26.02.2022 21:30 - 26.02.2022 22:00","115.32","","","","127.46","","","","EUR","Estimated","949","","Surplus","Final"
"26.02.2022 22:00 - 26.02.2022 22:30","112.38","","","","124.20","","","","EUR","Estimated","182","","Surplus","Final"
"26.02.2022 22:30 - 26.02.2022 23:00","257.05","","","","284.11","","","","EUR","Estimated","129","","Deficit","Final"
"26.02.2022 23:00 - 26.02.2022 23:30","92.25","","","","101.97","","","","EUR","Estimated","156","","Surplus","Final"
"26.02.2022 23:30 - 27.02.2022 00:00","119.76","","","","132.36","","","","EUR","Estimated","185","","Surplus","Final"
"27.02.2022 00:00 - 27.02.2022 00:30","129.36","","","","142.98","","","","EUR","Estimated","469","","Surplus","Final"
"27.02.2022 00:30 - 27.02.2022 01:00","148.27","","","","163.87","","","","EUR","Estimated","1183","","Surplus","Final"
